Content ID,Reaction Type,Datetime,Category,Content Type,Reaction Score,All Categories,Total Reaction Score,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,indifferent,7/6/2020 10:59,science,video,20,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,adore,12/27/2020 14:13,science,video,72,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,3/9/2021 22:02,science,video,12,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,4/27/2021 15:06,science,video,70,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,love,3/29/2021 2:44,science,video,65,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,cherish,1/11/2021 20:53,science,video,70,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,heart,2/23/2021 17:42,science,video,60,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,interested,11/21/2020 7:44,science,video,30,,,,,,,,,
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,peeking,7/24/2020 21:24,science,video,35,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,want,5/6/2021 18:34,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,adore,1/28/2021 18:39,travel,video,72,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,indifferent,8/8/2020 0:13,travel,video,20,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,worried,10/30/2020 6:05,travel,video,12,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,intrigued,11/26/2020 9:49,travel,video,45,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,heart,7/19/2020 11:11,travel,video,60,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,cherish,8/17/2020 10:25,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,like,8/29/2020 3:20,travel,video,50,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,cherish,7/29/2020 15:07,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,heart,2/16/2021 15:56,travel,video,60,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,heart,7/28/2020 13:34,travel,video,60,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,worried,5/24/2021 18:42,travel,video,12,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,cherish,1/15/2021 14:07,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,peeking,5/19/2021 23:03,travel,video,35,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,indifferent,4/29/2021 2:49,travel,video,20,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,interested,7/13/2020 21:45,travel,video,30,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,intrigued,5/28/2021 19:56,travel,video,45,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,peeking,7/3/2020 7:58,travel,video,35,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,peeking,10/14/2020 13:18,travel,video,35,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,cherish,6/17/2021 9:35,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,heart,9/21/2020 20:16,travel,video,60,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,scared,4/20/2021 17:01,travel,video,15,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,hate,6/17/2021 22:36,travel,video,5,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,cherish,1/18/2021 21:53,travel,video,70,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,interested,9/7/2020 11:00,travel,video,30,,,,,,,,,
734c0b94-6729-44ef-af97-90a3a51a466c,interested,3/25/2021 11:20,travel,video,30,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,hate,6/14/2021 22:38,food,GIF,5,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,interested,9/9/2020 8:11,food,GIF,30,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,heart,2/18/2021 0:35,food,GIF,60,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,indifferent,9/26/2020 22:27,food,GIF,20,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,heart,5/13/2021 7:00,food,GIF,60,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,dislike,5/10/2021 7:14,food,GIF,10,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,intrigued,5/25/2021 9:38,food,GIF,45,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,love,4/18/2021 22:40,food,GIF,65,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,like,3/8/2021 17:47,food,GIF,50,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,peeking,12/16/2020 13:10,food,GIF,35,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,intrigued,4/1/2021 3:41,food,GIF,45,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,hate,12/27/2020 0:26,food,GIF,5,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,peeking,3/17/2021 0:34,food,GIF,35,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,love,9/26/2020 19:01,food,GIF,65,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,indifferent,3/19/2021 22:03,food,GIF,20,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,interested,2/6/2021 22:54,food,GIF,30,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,disgust,6/15/2021 6:17,food,GIF,0,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,disgust,4/5/2021 15:06,food,GIF,0,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,adore,9/10/2020 9:06,food,GIF,72,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,heart,12/17/2020 2:50,food,GIF,60,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,like,3/9/2021 23:49,food,GIF,50,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,want,4/8/2021 17:16,food,GIF,70,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,interested,6/2/2021 7:43,food,GIF,30,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,want,4/22/2021 0:35,food,GIF,70,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,worried,5/21/2021 8:31,food,GIF,12,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,super love,11/16/2020 23:28,food,GIF,75,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,want,9/15/2020 19:11,food,GIF,70,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,heart,2/12/2021 5:52,food,GIF,60,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,want,2/5/2021 13:27,food,GIF,70,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,peeking,12/3/2020 14:34,food,GIF,35,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,love,6/29/2020 13:29,food,GIF,65,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,love,6/4/2021 13:31,food,GIF,65,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,peeking,11/10/2020 10:35,food,GIF,35,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,hate,4/30/2021 22:42,food,GIF,5,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,disgust,11/24/2020 6:34,food,GIF,0,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,heart,9/15/2020 8:12,food,GIF,60,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,want,9/28/2020 9:42,food,GIF,70,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,indifferent,8/18/2020 0:47,food,GIF,20,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,super love,7/4/2020 11:42,food,GIF,75,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,like,12/17/2020 8:11,food,GIF,50,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,scared,7/14/2020 21:00,food,GIF,15,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,hate,4/26/2021 20:22,food,GIF,5,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,adore,10/15/2020 10:49,food,GIF,72,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,peeking,1/21/2021 16:33,food,GIF,35,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,dislike,1/4/2021 4:27,food,GIF,10,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,dislike,3/10/2021 4:44,food,GIF,10,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,interested,4/14/2021 3:42,food,GIF,30,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,like,12/19/2020 16:21,fitness,GIF,50,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,heart,12/10/2020 10:31,fitness,GIF,60,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,super love,9/12/2020 21:58,fitness,GIF,75,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,love,11/25/2020 13:19,fitness,GIF,65,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,like,6/3/2021 1:00,fitness,GIF,50,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,dislike,6/15/2021 20:32,fitness,GIF,10,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,adore,9/10/2020 11:51,fitness,GIF,72,,,,,,,,,
3d02ae44-c8f2-4d2d-a64c-9355a4f46430,disgust,2/16/2021 19:42,fitness,GIF,0,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,3/30/2021 20:03,science,photo,12,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,6/8/2021 10:40,science,photo,75,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,2/16/2021 23:17,science,photo,12,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,peeking,12/18/2020 16:08,science,photo,35,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,heart,1/19/2021 15:34,science,photo,60,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,6/28/2020 21:40,science,photo,10,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,1/6/2021 1:41,science,photo,12,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,indifferent,9/18/2020 12:29,science,photo,20,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,12/23/2020 14:58,science,photo,0,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,love,2/12/2021 8:24,science,photo,65,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,9/18/2020 13:44,science,photo,0,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,cherish,3/29/2021 18:39,science,photo,70,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,10/15/2020 13:38,science,photo,72,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,want,1/5/2021 10:06,science,photo,70,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,super love,8/12/2020 8:55,science,photo,75,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,12/20/2020 11:03,science,photo,72,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,want,6/15/2021 20:00,science,photo,70,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,love,9/17/2020 5:00,science,photo,65,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,dislike,3/15/2021 10:24,science,photo,10,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,peeking,11/3/2020 9:45,science,photo,35,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,intrigued,7/2/2020 16:27,science,photo,45,,,,,,,,,
7dc268e5-b50d-4280-82aa-e08af75a8a0a,interested,10/4/2020 14:41,science,photo,30,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,2/22/2021 2:04,cooking,GIF,70,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,3/26/2021 22:54,cooking,GIF,70,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,indifferent,7/16/2020 23:10,cooking,GIF,20,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,10/21/2020 16:44,cooking,GIF,75,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,6/10/2021 8:43,cooking,GIF,72,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,heart,11/13/2020 9:50,cooking,GIF,60,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,like,8/4/2020 22:21,cooking,GIF,50,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,1/11/2021 5:33,cooking,GIF,72,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,love,8/12/2020 14:33,cooking,GIF,65,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,like,3/28/2021 19:53,cooking,GIF,50,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,peeking,8/3/2020 21:05,cooking,GIF,35,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,2/16/2021 12:01,cooking,GIF,45,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,adore,10/4/2020 6:38,cooking,GIF,72,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,scared,12/4/2020 17:40,cooking,GIF,15,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,6/27/2020 0:12,cooking,GIF,30,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,want,12/18/2020 5:22,cooking,GIF,70,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,5/20/2021 4:47,cooking,GIF,10,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,5/19/2021 14:45,cooking,GIF,75,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,cherish,10/28/2020 1:00,cooking,GIF,70,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,dislike,9/2/2020 20:04,cooking,GIF,10,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,super love,2/13/2021 1:11,cooking,GIF,75,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,11/8/2020 7:54,cooking,GIF,45,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,3/24/2021 9:11,cooking,GIF,30,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,hate,1/6/2021 3:51,cooking,GIF,5,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,heart,7/18/2020 6:46,cooking,GIF,60,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,9/8/2020 22:31,cooking,GIF,30,,,,,,,,,
d0e55134-c60e-4a05-999c-d7697b4901f0,intrigued,2/26/2021 14:34,cooking,GIF,45,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,7/28/2020 1:03,cooking,audio,35,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,hate,8/20/2020 1:54,cooking,audio,5,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,7/12/2020 19:05,cooking,audio,70,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,cherish,7/9/2020 10:43,cooking,audio,70,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,want,7/19/2020 2:09,cooking,audio,70,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,10/5/2020 8:19,cooking,audio,30,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,want,4/16/2021 5:24,cooking,audio,70,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,11/13/2020 17:16,cooking,audio,35,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,hate,8/5/2020 23:28,cooking,audio,5,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,8/3/2020 19:03,cooking,audio,30,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,5/18/2021 10:00,cooking,audio,15,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,12/19/2020 21:06,cooking,audio,50,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,3/23/2021 4:54,cooking,audio,15,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,6/11/2021 23:26,cooking,audio,75,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,9/14/2020 10:03,cooking,audio,60,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,5/3/2021 17:38,cooking,audio,75,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,12/24/2020 19:41,cooking,audio,0,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,indifferent,4/26/2021 22:18,cooking,audio,20,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,6/7/2021 15:42,cooking,audio,15,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,dislike,12/17/2020 12:08,cooking,audio,10,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,5/20/2021 7:39,cooking,audio,35,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,9/5/2020 16:04,cooking,audio,50,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,like,8/12/2020 17:15,cooking,audio,50,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,10/29/2020 23:26,cooking,audio,30,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,love,8/4/2020 11:59,cooking,audio,65,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,12/5/2020 18:33,cooking,audio,0,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,2/18/2021 2:36,cooking,audio,15,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,interested,8/9/2020 18:37,cooking,audio,30,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,worried,6/27/2020 3:00,cooking,audio,12,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,scared,12/23/2020 16:24,cooking,audio,15,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,6/21/2020 6:14,cooking,audio,0,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,8/17/2020 2:39,cooking,audio,60,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,adore,9/6/2020 21:04,cooking,audio,72,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,heart,11/2/2020 10:16,cooking,audio,60,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,super love,2/6/2021 13:22,cooking,audio,75,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,peeking,2/26/2021 20:09,cooking,audio,35,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,scared,12/7/2020 16:21,public speaking,video,15,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,7/27/2020 11:11,public speaking,video,35,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,want,9/5/2020 10:48,public speaking,video,70,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,2/11/2021 7:10,public speaking,video,60,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,hate,9/14/2020 3:30,public speaking,video,5,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,8/7/2020 2:54,public speaking,video,10,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,11/2/2020 0:25,public speaking,video,60,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,dislike,4/27/2021 14:34,public speaking,video,10,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,9/9/2020 18:11,public speaking,video,75,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,scared,12/29/2020 11:35,public speaking,video,15,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,like,5/7/2021 19:21,public speaking,video,50,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,want,10/16/2020 18:20,public speaking,video,70,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,peeking,10/19/2020 18:25,public speaking,video,35,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,12/26/2020 2:18,public speaking,video,45,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,cherish,3/7/2021 18:06,public speaking,video,70,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,like,3/25/2021 12:38,public speaking,video,50,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,heart,4/2/2021 0:48,public speaking,video,60,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,intrigued,3/30/2021 16:02,public speaking,video,45,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,love,11/6/2020 12:15,public speaking,video,65,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,interested,7/8/2020 0:20,public speaking,video,30,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,11/1/2020 13:02,public speaking,video,0,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,worried,5/29/2021 18:56,public speaking,video,12,,,,,,,,,
1429467d-e8a2-4292-bd46-921e8bd87b30,super love,3/26/2021 12:45,public speaking,video,75,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,6/26/2020 4:51,studying,audio,72,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,7/18/2020 19:15,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,9/18/2020 8:24,studying,audio,72,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,11/23/2020 10:14,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,11/29/2020 20:35,studying,audio,60,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,10/16/2020 11:13,studying,audio,0,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,7/24/2020 6:50,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,intrigued,12/27/2020 11:22,studying,audio,45,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,3/5/2021 7:37,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,heart,10/26/2020 10:57,studying,audio,60,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,5/16/2021 11:02,studying,audio,10,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,10/25/2020 2:58,studying,audio,5,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,1/17/2021 14:52,studying,audio,65,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,10/3/2020 12:56,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,3/17/2021 13:32,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,5/31/2021 22:45,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,2/8/2021 3:06,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,11/14/2020 21:55,studying,audio,15,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,love,7/19/2020 22:06,studying,audio,65,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,12/31/2020 5:03,studying,audio,72,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,6/21/2020 13:38,studying,audio,5,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,3/29/2021 4:02,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,4/19/2021 22:07,studying,audio,0,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,1/23/2021 8:30,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,cherish,4/29/2021 8:27,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,4/29/2021 12:50,studying,audio,5,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,1/30/2021 23:05,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,7/5/2020 19:55,studying,audio,20,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,want,11/30/2020 1:50,studying,audio,70,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,11/19/2020 22:23,studying,audio,12,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,4/14/2021 14:41,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,4/1/2021 16:51,studying,audio,15,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,dislike,11/6/2020 17:58,studying,audio,10,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,indifferent,10/21/2020 23:24,studying,audio,20,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,super love,6/26/2020 2:27,studying,audio,75,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,7/10/2020 7:47,studying,audio,72,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,7/16/2020 22:01,studying,audio,12,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,like,2/5/2021 8:13,studying,audio,50,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,hate,1/1/2021 3:12,studying,audio,5,,,,,,,,,
f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,scared,2/25/2021 10:08,studying,audio,15,,,,,,,,,
7d459555-a816-4d20-893c-a002e0a74ce3,adore,12/17/2020 23:42,healthy eating,audio,72,,,,,,,,,
